eps,min_samples,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.01,1,2.7908664244814803e-05,0.0007000739118172684,1.0,0.005698005698005698,1.0,2.9079580803631746e-07,0.9999997092042765
0.01,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.01,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.01,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.01,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.025,1,2.7908664244814803e-05,0.0007000739118172684,1.0,0.005698005698005698,1.0,2.9079580803631746e-07,0.9999997092042765
0.025,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.025,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.025,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.025,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.05,1,5.581745830552151e-05,0.001400229512278613,1.0,0.008444454831727888,3847.241745157339,0.0306968836852919,0.9702173508320563
0.05,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.05,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.05,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.05,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.1,1,0.0009210544678119374,0.00800604142729452,1.0,0.007420399073712567,351.1150169979667,0.10598418548369497,0.9041720606182597
0.1,3,-0.024527683621889052,0.026933097649315743,0.6410256410256411,-0.23028142165157828,2.9223872267556836,1.3613819924590584,0.4234808274110009
0.1,5,-0.016077291768879495,0.01975895241356856,0.6410256410256411,-0.20389544384400682,3.7748801219289527,1.3117828713425297,0.4325665755189485
0.1,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.1,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.15,1,0.006450351837372948,0.027115947958876018,1.0,0.04743216643394096,195.174926483518,0.1545867401021389,0.8661107609044051
0.15,3,-0.028876011573700275,0.07706348866800722,0.6524216524216524,-0.3199848331870192,5.595096936183887,1.4405111656968703,0.40975022530349997
0.15,5,-0.03825503355704698,0.059780515278363235,0.6410256410256411,-0.14460873976575234,11.359424955175728,1.3508762603517095,0.4253733030807807
0.15,10,-0.03460207612456748,0.051869705179015395,0.6410256410256411,-0.15833087539818344,9.650779071083974,1.3425919586315669,0.426877585878914
0.15,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.2,1,0.023937415961539806,0.048815102161953075,1.0,0.037325163992792995,81.58523690702465,0.2240569841688014,0.8169554301257079
0.2,3,-0.04653893504101964,0.12301491593791507,0.6552706552706553,-0.29598302477993704,5.886189510897302,1.3916877442100475,0.4181147820909585
0.2,5,-0.0328087420265607,0.12031533652950706,0.6552706552706553,-0.23425209384252202,10.4551728581215,1.7941196558291763,0.35789447954162235
0.2,10,-0.04449223239776056,0.07742885000384331,0.6410256410256411,-0.12334248363998332,14.506866789452994,1.4086040090101415,0.41517825107787965
0.2,15,-0.04220865410140696,0.0699833924541753,0.6410256410256411,-0.13258728496794847,13.186998902408238,1.383151135229499,0.41961249759499597
0.25,1,0.04068992716605719,0.07021821238240404,0.9971509971509972,0.05907188341382406,62.025180354509004,0.26092819196961664,0.7930665729964866
0.25,3,-0.03799938482949188,0.14764326992422958,0.6552706552706553,-0.239066351253985,5.972416403164615,1.501491669844449,0.3997614751450215
0.25,5,-0.03482370178529511,0.1357002894262733,0.6552706552706553,-0.1915223484915151,11.594433607729473,1.7057074738110638,0.3695891036555672
0.25,10,-0.04448177634942663,0.1268241668368067,0.6410256410256411,-0.054135289931813366,23.74533286497607,1.5239968833220996,0.3961970027014432
0.25,15,-0.045669447651487054,0.1222288322020907,0.6410256410256411,-0.057528328698737675,23.359535742272893,1.4948620508271284,0.4008237648524363
0.3,1,0.07215423851751328,0.09380431834738401,0.9971509971509972,0.013876831325326092,32.435085387535516,0.32128201734993567,0.7568406947713376
0.3,3,0.0051582333050930055,0.19496267626071057,0.6695156695156695,-0.08503121775780867,10.753192028153546,1.4273763466415215,0.4119674319903396
0.3,5,-0.006942254668741943,0.1819933312052271,0.6581196581196581,-0.12425901608589945,10.281779516832879,1.5445038391374657,0.3930039265882889
0.3,10,-0.03727926749509483,0.14517305228593608,0.6410256410256411,-0.030288679341675624,26.8766588226253,1.5752676101098166,0.38830915904594365
0.3,15,-0.038393019451008904,0.14287797947284786,0.6410256410256411,-0.03364509047732269,26.399283418733184,1.5710600413582525,0.38894463136369034
0.4,1,0.13824488038865998,0.11461686594619179,0.9715099715099715,-0.11472923111280418,9.754322827700127,0.4826739869980234,0.6744571016752674
0.4,3,0.1443595563085382,0.23362647910157255,0.7891737891737892,0.04677931682789681,20.495668579786535,1.8800554510469778,0.347215536991301
0.4,5,0.1536936724760559,0.2718909546260234,0.7948717948717948,0.03128647145848133,19.618705057196774,1.866684293062272,0.3488350644052862
0.4,10,0.0396933813336956,0.19200547648548086,0.6581196581196581,-0.054225036940995994,16.911029210859734,2.138486530384551,0.31862491373428725
0.4,15,0.01825340014316392,0.2112972562283592,0.6410256410256411,0.04232359202911727,35.60910469322457,1.7652085250335467,0.361636379660687
