min_cluster_size,metric,leaf_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
5,euclidean,25,0.8112884900308447,0.8549521877039471,0.7894736842105263,0.20015566205259916,371.9514118706658,6.439792154187468,0.13441235712978253
5,euclidean,40,0.8112884900308447,0.8549521877039471,0.7894736842105263,0.20015566205259916,371.9514118706658,6.439792154187468,0.13441235712978253
5,euclidean,70,0.8112884900308447,0.8549521877039471,0.7894736842105263,0.20015566205259916,371.9514118706658,6.439792154187468,0.13441235712978253
5,euclidean,100,0.8112884900308447,0.8549521877039471,0.7894736842105263,0.20015566205259916,371.9514118706658,6.439792154187468,0.13441235712978253
5,manhattan,25,0.7467335841731534,0.7963724581732706,0.7568922305764411,0.5595422004311357,506.23340512229714,1.7704556971211483,0.36095144962582354
5,manhattan,40,0.7467335841731534,0.7963724581732706,0.7568922305764411,0.5595422004311357,506.23340512229714,1.7704556971211483,0.36095144962582354
5,manhattan,70,0.7467335841731534,0.7963724581732706,0.7568922305764411,0.5595422004311357,506.23340512229714,1.7704556971211483,0.36095144962582354
5,manhattan,100,0.7467335841731534,0.7963724581732706,0.7568922305764411,0.5595422004311357,506.23340512229714,1.7704556971211483,0.36095144962582354
10,euclidean,25,0.7892740883605159,0.8118523728162751,0.8095238095238095,0.5569582439036165,522.4822042957067,1.8213828156673828,0.3544361277196818
10,euclidean,40,0.7892740883605159,0.8118523728162751,0.8095238095238095,0.5569582439036165,522.4822042957067,1.8213828156673828,0.3544361277196818
10,euclidean,70,0.7892740883605159,0.8118523728162751,0.8095238095238095,0.5569582439036165,522.4822042957067,1.8213828156673828,0.3544361277196818
10,euclidean,100,0.7892740883605159,0.8118523728162751,0.8095238095238095,0.5569582439036165,522.4822042957067,1.8213828156673828,0.3544361277196818
10,manhattan,25,0.7810898269915157,0.7860618617903585,0.8045112781954887,0.5506585497517955,479.34909950610535,2.118911086589018,0.32062472197424685
10,manhattan,40,0.7810898269915157,0.7860618617903585,0.8045112781954887,0.5506585497517955,479.34909950610535,2.118911086589018,0.32062472197424685
10,manhattan,70,0.7810898269915157,0.7860618617903585,0.8045112781954887,0.5506585497517955,479.34909950610535,2.118911086589018,0.32062472197424685
10,manhattan,100,0.7810898269915157,0.7860618617903585,0.8045112781954887,0.5506585497517955,479.34909950610535,2.118911086589018,0.32062472197424685
15,euclidean,25,0.7941039810795437,0.7740841471789967,0.8095238095238095,0.5238073865645653,389.6899332935703,2.2317781502349914,0.30942718018168647
15,euclidean,40,0.7941039810795437,0.7740841471789967,0.8095238095238095,0.5238073865645653,389.6899332935703,2.2317781502349914,0.30942718018168647
15,euclidean,70,0.7941039810795437,0.7740841471789967,0.8095238095238095,0.5238073865645653,389.6899332935703,2.2317781502349914,0.30942718018168647
15,euclidean,100,0.7941039810795437,0.7740841471789967,0.8095238095238095,0.5238073865645653,389.6899332935703,2.2317781502349914,0.30942718018168647
15,manhattan,25,0.7910635808672436,0.7728886700897207,0.8095238095238095,0.5177354784831766,357.4755572160695,2.2392637428124775,0.3087121270130829
15,manhattan,40,0.7910635808672436,0.7728886700897207,0.8095238095238095,0.5177354784831766,357.4755572160695,2.2392637428124775,0.3087121270130829
15,manhattan,70,0.7910635808672436,0.7728886700897207,0.8095238095238095,0.5177354784831766,357.4755572160695,2.2392637428124775,0.3087121270130829
15,manhattan,100,0.7910635808672436,0.7728886700897207,0.8095238095238095,0.5177354784831766,357.4755572160695,2.2392637428124775,0.3087121270130829
