min_cluster_size,metric,leaf_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
5,euclidean,25,0.9093905320708562,0.9420750892619049,0.9812709030100334,0.6041724454302196,7771.924515653221,1.1897411870455634,0.45667497415492153
5,euclidean,40,0.9093905320708562,0.9420750892619049,0.9812709030100334,0.6041724454302196,7771.924515653221,1.1897411870455634,0.45667497415492153
5,euclidean,70,0.9093905320708562,0.9420750892619049,0.9812709030100334,0.6041724454302196,7771.924515653221,1.1897411870455634,0.45667497415492153
5,euclidean,100,0.9093905320708562,0.9420750892619049,0.9812709030100334,0.6041724454302196,7771.924515653221,1.1897411870455634,0.45667497415492153
5,manhattan,25,0.9052574234057653,0.9374291662491794,0.9812709030100334,0.5954852294696199,6787.573097681268,1.1596916977635932,0.46302905226496976
5,manhattan,40,0.9052574234057653,0.9374291662491794,0.9812709030100334,0.5954852294696199,6787.573097681268,1.1596916977635932,0.46302905226496976
5,manhattan,70,0.9052574234057653,0.9374291662491794,0.9812709030100334,0.5954852294696199,6787.573097681268,1.1596916977635932,0.46302905226496976
5,manhattan,100,0.9052574234057653,0.9374291662491794,0.9812709030100334,0.5954852294696199,6787.573097681268,1.1596916977635932,0.46302905226496976
10,euclidean,25,0.9488290126087533,0.9707845377697967,0.9983277591973244,0.7552756168480982,31395.90701552331,0.7596548690211615,0.5682932588685798
10,euclidean,40,0.9488290126087533,0.9707845377697967,0.9983277591973244,0.7552756168480982,31395.90701552331,0.7596548690211615,0.5682932588685798
10,euclidean,70,0.9488290126087533,0.9707845377697967,0.9983277591973244,0.7552756168480982,31395.90701552331,0.7596548690211615,0.5682932588685798
10,euclidean,100,0.9488290126087533,0.9707845377697967,0.9983277591973244,0.7552756168480982,31395.90701552331,0.7596548690211615,0.5682932588685798
10,manhattan,25,0.9452663588562901,0.9672709849744239,0.9959866220735786,0.7481409595250521,22832.220019324795,0.6782926096687711,0.5958436533885236
10,manhattan,40,0.9452663588562901,0.9672709849744239,0.9959866220735786,0.7481409595250521,22832.220019324795,0.6782926096687711,0.5958436533885236
10,manhattan,70,0.9452663588562901,0.9672709849744239,0.9959866220735786,0.7481409595250521,22832.220019324795,0.6782926096687711,0.5958436533885236
10,manhattan,100,0.9452663588562901,0.9672709849744239,0.9959866220735786,0.7481409595250521,22832.220019324795,0.6782926096687711,0.5958436533885236
15,euclidean,25,0.9973695942030357,0.9973887158589199,1.0,0.8142173222677481,42279.23161910817,4.544652116931464,0.1803539661120205
15,euclidean,40,0.9973695942030357,0.9973887158589199,1.0,0.8142173222677481,42279.23161910817,4.544652116931464,0.1803539661120205
15,euclidean,70,0.9973695942030357,0.9973887158589199,1.0,0.8142173222677481,42279.23161910817,4.544652116931464,0.1803539661120205
15,euclidean,100,0.9973695942030357,0.9973887158589199,1.0,0.8142173222677481,42279.23161910817,4.544652116931464,0.1803539661120205
15,manhattan,25,0.9973695942030357,0.9973887158589196,1.0,0.8136325565646726,42278.24269320706,5.5040908035296034,0.15374939099210078
15,manhattan,40,0.9973695942030357,0.9973887158589196,1.0,0.8136325565646726,42278.24269320706,5.5040908035296034,0.15374939099210078
15,manhattan,70,0.9973695942030357,0.9973887158589196,1.0,0.8136325565646726,42278.24269320706,5.5040908035296034,0.15374939099210078
15,manhattan,100,0.9973695942030357,0.9973887158589196,1.0,0.8136325565646726,42278.24269320706,5.5040908035296034,0.15374939099210078
