min_samples,xi,min_cluster_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score
5,0.05,0.05,0.03783947671758089,0.2295393678998544,0.669,-0.12861223588602022,0.6545051655051803,0.18713959920602152
5,0.05,0.1,1.0,1.0,1.0,0.3935615044391553,1.0,0.39995139342332897
5,0.1,0.05,0.9083038046044956,0.8936561880376666,1.0,0.15206498035034274,0.9310854410915433,0.1711735344316211
5,0.1,0.1,1.0,1.0,1.0,0.3935615044391553,1.0,0.39995139342332897
10,0.05,0.05,0.06531571863272782,0.22583350566155783,0.673,-0.011507853231357019,0.617106032868902,0.0
10,0.05,0.1,0.8281985158971222,0.8401121127689978,1.0,0.24048939864161087,0.921465966643882,0.27318875480836735
10,0.1,0.05,1.0,1.0,1.0,0.3935615044391553,1.0,0.39995139342332897
10,0.1,0.1,1.0,1.0,1.0,0.3935615044391553,1.0,0.39995139342332897
15,0.05,0.05,0.8083954984939076,0.7980061053400644,1.0,0.17325680709379487,0.8904113083147033,0.4362270668724504
15,0.05,0.1,1.0,1.0,1.0,0.3935615044391553,1.0,0.39995139342332897
15,0.1,0.05,0.909901694541592,0.8949192085045078,1.0,0.30582030618228945,0.9342218658206035,0.4951574326094941
15,0.1,0.1,1.0,1.0,1.0,0.3935615044391553,1.0,0.39995139342332897
